crash_date,crash_time,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,borough,zip_code,latitude,longitude,location,cross_street_name,contributing_factor_vehicle_3,vehicle_type_code_3,contributing_factor_vehicle_4,vehicle_type_code_4,contributing_factor_vehicle_5,vehicle_type_code_5
2022-03-26T00:00:00.000,14:30,MCCLEAN AVENUE,SAND LANE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4513923,Sedan,Sedan,STATEN ISLAND,10305,40.596733,-74.07045,"{'latitude': '40.596733', 'longitude': '-74.07045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,19:00,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4513752,Sedan,,BROOKLYN,11234,40.617645,-73.92092,"{'latitude': '40.617645', 'longitude': '-73.92092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1549      EAST 56 STREET,,,,,,
2022-03-26T00:00:00.000,2:05,PARSONS BOULEVARD,GRAND CENTRAL PARKWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513924,Taxi,Pick-up Truck,,,,,,,,,,,,
2022-03-26T00:00:00.000,16:40,,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,4513860,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11217,40.68651,-73.98378,"{'latitude': '40.68651', 'longitude': '-73.98378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",436       ATLANTIC AVENUE,,,,,,
2022-03-24T00:00:00.000,18:05,MARCY AVENUE,ELLERY STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514251,Sedan,Station Wagon/Sport Utility Vehicle,BROOKLYN,11206,40.69831,-73.9498,"{'latitude': '40.69831', 'longitude': '-73.9498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,3:35,179 STREET,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,4513478,Sedan,Station Wagon/Sport Utility Vehicle,,,40.692455,-73.76814,"{'latitude': '40.692455', 'longitude': '-73.76814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-20T00:00:00.000,10:34,WEST 76 STREET,CENTRAL PARK WEST,1,0,1,0,0,0,0,0,Backing Unsafely,,4514302,Sedan,,MANHATTAN,10024,40.778805,-73.974075,"{'latitude': '40.778805', 'longitude': '-73.974075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,14:54,AVENUE OF THE AMERICAS,WEST 31 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513708,Sedan,Taxi,MANHATTAN,10001,40.747894,-73.989174,"{'latitude': '40.747894', 'longitude': '-73.989174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-25T00:00:00.000,6:35,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4514189,Station Wagon/Sport Utility Vehicle,Sedan,BRONX,10472,40.83578,-73.871445,"{'latitude': '40.83578', 'longitude': '-73.871445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1700      CROSS BRONX EXPRESSWAY,,,,,,
2022-03-25T00:00:00.000,14:00,LEONARD AVENUE,FISKE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514419,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,40.61763,-74.133575,"{'latitude': '40.61763', 'longitude': '-74.133575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-21T00:00:00.000,19:13,WASHINGTON SQUARE NORTH,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4514234,Sedan,Bike,,,40.731407,-73.99698,"{'latitude': '40.731407', 'longitude': '-73.99698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,5:02,CONEY ISLAND AVENUE,QUENTIN ROAD,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,4513496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11223,40.60784,-73.961975,"{'latitude': '40.60784', 'longitude': '-73.961975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-25T00:00:00.000,9:45,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4514266,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,40.752563,-73.74328,"{'latitude': '40.752563', 'longitude': '-73.74328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Station Wagon/Sport Utility Vehicle,,
2022-03-26T00:00:00.000,22:54,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4513680,Taxi,Sedan,BROOKLYN,11217,40.67848,-73.98232,"{'latitude': '40.67848', 'longitude': '-73.98232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",177       4 AVENUE,,,,,,
2022-03-26T00:00:00.000,21:00,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513861,Sedan,,BROOKLYN,11219,40.629475,-74.004166,"{'latitude': '40.629475', 'longitude': '-74.004166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1115      63 STREET,,,,,,
2022-03-26T00:00:00.000,17:29,EASTERN PARKWAY,UTICA AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4514326,Station Wagon/Sport Utility Vehicle,Sedan,BROOKLYN,11213,40.668797,-73.93113,"{'latitude': '40.668797', 'longitude': '-73.93113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,2:10,WEST 38 STREET,8 AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4513739,Bike,,MANHATTAN,10018,40.754707,-73.99164,"{'latitude': '40.754707', 'longitude': '-73.99164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-25T00:00:00.000,0:00,EAST FORDHAM ROAD,SOUTHERN BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514180,Station Wagon/Sport Utility Vehicle,Sedan,BRONX,10458,40.85713,-73.8808,"{'latitude': '40.85713', 'longitude': '-73.8808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,4:00,GRAND CONCOURSE,EAST 183 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4514209,Station Wagon/Sport Utility Vehicle,Sedan,BRONX,10468,40.857418,-73.89996,"{'latitude': '40.857418', 'longitude': '-73.89996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,4:34,CENTRAL AVENUE,66 PLACE,0,0,0,0,0,0,0,0,Unsafe Speed,,4513795,Sedan,,QUEENS,11385,40.702972,-73.888054,"{'latitude': '40.702972', 'longitude': '-73.888054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-09T00:00:00.000,11:56,WEST 84 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,4514297,Station Wagon/Sport Utility Vehicle,,,,40.786366,-73.97598,"{'latitude': '40.786366', 'longitude': '-73.97598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,14:41,70 STREET,12 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513572,Station Wagon/Sport Utility Vehicle,,BROOKLYN,11228,40.624474,-74.00668,"{'latitude': '40.624474', 'longitude': '-74.00668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,18:00,39 AVENUE,BELL BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4513591,Sedan,Sedan,QUEENS,11361,40.76532,-73.771904,"{'latitude': '40.76532', 'longitude': '-73.771904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,13:30,AVENUE U,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514011,Sedan,,,,40.597683,-73.96686,"{'latitude': '40.597683', 'longitude': '-73.96686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,13:20,SAINT JOHNS AVENUE,TOMPKINS AVENUE,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4513701,Station Wagon/Sport Utility Vehicle,4 dr sedan,STATEN ISLAND,10305,40.609768,-74.06969,"{'latitude': '40.609768', 'longitude': '-74.06969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-25T00:00:00.000,21:35,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4514155,Taxi,Sedan,MANHATTAN,10035,40.798286,-73.938705,"{'latitude': '40.798286', 'longitude': '-73.938705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",231       EAST 117 STREET,,,,,,
2022-03-23T00:00:00.000,21:00,,,0,0,0,0,0,0,0,0,Unspecified,,4514334,Sedan,,QUEENS,11354,40.776764,-73.848015,"{'latitude': '40.776764', 'longitude': '-73.848015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25-03     120 STREET,,,,,,
2022-03-26T00:00:00.000,12:00,,,0,0,0,0,0,0,0,0,Unspecified,,4513548,Sedan,,QUEENS,11377,40.747498,-73.91309,"{'latitude': '40.747498', 'longitude': '-73.91309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39-34     51 STREET,,,,,,
2022-03-26T00:00:00.000,13:28,GRAHAM AVENUE,DEBEVOISE STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4514046,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11206,40.701637,-73.942276,"{'latitude': '40.701637', 'longitude': '-73.942276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,19:12,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4513581,Station Wagon/Sport Utility Vehicle,Sedan,QUEENS,11419,40.69349,-73.826546,"{'latitude': '40.69349', 'longitude': '-73.826546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",94-39     120 STREET,,,,,,
2022-03-26T00:00:00.000,21:29,WETHEROLE STREET,65 ROAD,1,0,1,0,0,0,0,0,Unsafe Speed,,4513772,Bike,,QUEENS,11374,40.726463,-73.85943,"{'latitude': '40.726463', 'longitude': '-73.85943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-25T00:00:00.000,13:21,EAST 188 STREET,ARTHUR AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4514221,Sedan,Sedan,BRONX,10458,40.856434,-73.886826,"{'latitude': '40.856434', 'longitude': '-73.886826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-22T00:00:00.000,8:20,BURKE AVENUE,BRONX PARK EAST,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,4514277,Sedan,Bike,BRONX,10467,40.87151,-73.87057,"{'latitude': '40.87151', 'longitude': '-73.87057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,22:30,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4514166,Sedan,,BROOKLYN,11238,40.68686,-73.96758,"{'latitude': '40.68686', 'longitude': '-73.96758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",386       CLINTON AVENUE,,,,,,
2022-03-26T00:00:00.000,11:20,CONEY ISLAND AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Driver Inattention/Distraction,4513691,Sedan,,,,40.624763,-73.96518,"{'latitude': '40.624763', 'longitude': '-73.96518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,18:17,130 AVENUE,BROOKVILLE BOULEVARD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513782,Sedan,Station Wagon/Sport Utility Vehicle,QUEENS,11422,40.678417,-73.729225,"{'latitude': '40.678417', 'longitude': '-73.729225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-14T00:00:00.000,10:30,,,0,0,0,0,0,0,0,0,Unspecified,,4514390,Station Wagon/Sport Utility Vehicle,,QUEENS,11433,40.692596,-73.79078,"{'latitude': '40.692596', 'longitude': '-73.79078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",160-18    110 AVENUE,,,,,,
2022-03-26T00:00:00.000,1:30,CALAMUS AVENUE,72 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514215,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,40.734486,-73.891754,"{'latitude': '40.734486', 'longitude': '-73.891754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Unspecified,Sedan,,,,
2022-03-26T00:00:00.000,3:23,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4513994,Box Truck,Sedan,BRONX,10475,40.88399,-73.82641,"{'latitude': '40.88399', 'longitude': '-73.82641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2291      NEW ENGLAND THRUWAY,,,,,,
2022-03-26T00:00:00.000,1:45,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4513503,Taxi,Station Wagon/Sport Utility Vehicle,BROOKLYN,11238,40.683872,-73.95998,"{'latitude': '40.683872', 'longitude': '-73.95998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41        IRVING PLACE,,,,,,
2022-03-05T00:00:00.000,14:52,,,0,0,0,0,0,0,0,0,Unspecified,,4514151,Sedan,,MANHATTAN,10035,40.799484,-73.92929,"{'latitude': '40.799484', 'longitude': '-73.92929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30        PALADINO AVENUE,,,,,,
2022-03-26T00:00:00.000,20:27,FULTON STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4513655,Sedan,E-Bike,,,40.70839,-74.00482,"{'latitude': '40.70839', 'longitude': '-74.00482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,18:19,WEST 51 STREET,11 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4514070,Sedan,,MANHATTAN,10019,40.766502,-73.99418,"{'latitude': '40.766502', 'longitude': '-73.99418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-26T00:00:00.000,23:00,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4513952,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,QUEENS,11420,40.676304,-73.816284,"{'latitude': '40.676304', 'longitude': '-73.816284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",115-36    122 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,,,,
2022-03-26T00:00:00.000,18:00,GEORGIA AVENUE,LIVONIA AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4513827,Sedan,Sedan,BROOKLYN,11207,40.66447,-73.89593,"{'latitude': '40.66447', 'longitude': '-73.89593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-03-23T00:00:00.000,20:40,WEST STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,,4514285,Station Wagon/Sport Utility Vehicle,,,,40.709835,-74.014885,"{'latitude': '40.709835', 'longitude': '-74.014885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2022-04-24T00:00:00.000,11:45,BELT PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4521782,Sedan,,,,40.585342,-73.94157,"{'latitude': '40.585342', 'longitude': '-73.94157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-09-11T00:00:00.000,12:01,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4457012,Station Wagon/Sport Utility Vehicle,,MANHATTAN,10016,40.746395,-73.9856,"{'latitude': '40.746395', 'longitude': '-73.9856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3         EAST 31 STREET,,,,,,
2021-09-10T00:00:00.000,11:00,OCEAN PARKWAY,AVENUE M,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4457022,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11230,40.617004,-73.96912,"{'latitude': '40.617004', 'longitude': '-73.96912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-09-11T00:00:00.000,20:15,,,0,0,0,0,0,0,0,0,Unspecified,,4456987,Station Wagon/Sport Utility Vehicle,,MANHATTAN,10013,40.718662,-74.00615,"{'latitude': '40.718662', 'longitude': '-74.00615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",116       FRANKLIN STREET,,,,,,
2021-09-09T00:00:00.000,8:15,,,0,0,0,0,0,0,0,0,Backing Unsafely,,4456970,,,BROOKLYN,11238,40.680664,-73.97028,"{'latitude': '40.680664', 'longitude': '-73.97028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",590       DEAN STREET,,,,,,
2021-12-10T00:00:00.000,23:07,BERGEN STREET,EASTERN PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4485574,Sedan,,BROOKLYN,11233,40.67392,-73.91012,"{'latitude': '40.67392', 'longitude': '-73.91012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-10T00:00:00.000,21:50,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Other Vehicular,,4485894,Station Wagon/Sport Utility Vehicle,,,,40.806835,-73.924355,"{'latitude': '40.806835', 'longitude': '-73.924355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-11-27T00:00:00.000,5:40,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4485637,Sedan,Station Wagon/Sport Utility Vehicle,BROOKLYN,11234,40.627735,-73.920105,"{'latitude': '40.627735', 'longitude': '-73.920105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1100      EAST 58 STREET,Unspecified,,,,,
2021-12-09T00:00:00.000,5:15,ROCKAWAY BOULEVARD,VANWYCK EXPRESSWAY,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,4484930,Sedan,Sedan,,,0.0000000,0.0000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-08T00:00:00.000,12:58,,,0,0,0,0,0,0,0,0,Unspecified,,4484996,Convertible,,BROOKLYN,11225,40.661263,-73.955765,"{'latitude': '40.661263', 'longitude': '-73.955765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",203       LINCOLN ROAD,,,,,,
2021-12-08T00:00:00.000,17:50,CROSS BRONX EXPY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4484861,Tractor Truck Diesel,Sedan,,,40.844883,-73.907295,"{'latitude': '40.844883', 'longitude': '-73.907295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Unspecified,Pick-up Truck,,,,
2021-12-10T00:00:00.000,4:30,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4485177,Sedan,Station Wagon/Sport Utility Vehicle,QUEENS,11369,40.76104,-73.88162,"{'latitude': '40.76104', 'longitude': '-73.88162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30-27     87 STREET,,,,,,
2021-12-10T00:00:00.000,21:22,FRANKLIN AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,4485316,Station Wagon/Sport Utility Vehicle,,,,40.669777,-73.9583,"{'latitude': '40.669777', 'longitude': '-73.9583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-10T00:00:00.000,8:30,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4485668,Ambulance,Sedan,BRONX,10457,40.839443,-73.90436,"{'latitude': '40.839443', 'longitude': '-73.90436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",425       CLAREMONT PARKWAY,,,,,,
2021-12-10T00:00:00.000,12:15,13 STREET,QUEENS PLAZA SOUTH,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4485385,Station Wagon/Sport Utility Vehicle,Tanker,QUEENS,11101,40.75245,-73.94507,"{'latitude': '40.75245', 'longitude': '-73.94507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-08T00:00:00.000,14:38,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4484892,Station Wagon/Sport Utility Vehicle,Sedan,BROOKLYN,11217,40.687748,-73.980125,"{'latitude': '40.687748', 'longitude': '-73.980125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25        FLATBUSH AVENUE,,,,,,
2021-12-03T00:00:00.000,13:40,HUTCHINSON RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4485246,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,40.87356,-73.81853,"{'latitude': '40.87356', 'longitude': '-73.81853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Unspecified,Sedan,,,,
2021-12-10T00:00:00.000,8:50,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,4485893,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BRONX,10455,40.8176,-73.90373,"{'latitude': '40.8176', 'longitude': '-73.90373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",800       EAST 156 STREET,,,,,,
2021-12-09T00:00:00.000,19:45,GLENWOOD ROAD,EAST 83 STREET,0,0,0,0,0,0,0,0,Unspecified,,4485586,Sedan,,BROOKLYN,11236,40.638428,-73.91275,"{'latitude': '40.638428', 'longitude': '-73.91275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-10T00:00:00.000,16:07,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4485696,Sedan,AMBULANCE,MANHATTAN,10027,40.813885,-73.95211,"{'latitude': '40.813885', 'longitude': '-73.95211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",416       WEST 129 STREET,,,,,,
2021-12-08T00:00:00.000,6:37,VERRAZANO BRIDGE UPPER,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4485123,Sedan,Sedan,,,,,,,Unspecified,Sedan,Unspecified,Sedan,,
2021-12-10T00:00:00.000,21:20,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4485914,Station Wagon/Sport Utility Vehicle,Taxi,MANHATTAN,10028,40.77733,-73.95456,"{'latitude': '40.77733', 'longitude': '-73.95456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",204       EAST 84 STREET,,,,,,
2021-12-10T00:00:00.000,23:16,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4485304,Station Wagon/Sport Utility Vehicle,Sedan,,,40.713135,-74.00407,"{'latitude': '40.713135', 'longitude': '-74.00407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-09T00:00:00.000,17:21,BROADWAY,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4485055,Taxi,Sedan,,,40.775486,-73.98217,"{'latitude': '40.775486', 'longitude': '-73.98217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-09T00:00:00.000,7:30,BOYNTON PLACE,WEST 7 STREET,0,0,0,0,0,0,0,0,Unspecified,,4485539,Sedan,,BROOKLYN,11223,40.591137,-73.97752,"{'latitude': '40.591137', 'longitude': '-73.97752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-11-24T00:00:00.000,23:58,BROADWAY,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4485241,,,,,40.865536,-73.92728,"{'latitude': '40.865536', 'longitude': '-73.92728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-12-09T00:00:00.000,17:00,,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,4485153,Taxi,Bike,MANHATTAN,10019,40.76551,-73.97795,"{'latitude': '40.76551', 'longitude': '-73.97795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",140       WEST 58 STREET,,,,,,
2021-12-08T00:00:00.000,8:15,OCEAN PARKWAY,18 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4484897,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11230,40.63311,-73.97217,"{'latitude': '40.63311', 'longitude': '-73.97217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Unspecified,Station Wagon/Sport Utility Vehicle,,,,
2021-09-11T00:00:00.000,2:20,BRONX RIVER PARKWAY,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,4456035,Pick-up Truck,Convertible,,,40.823772,-73.87245,"{'latitude': '40.823772', 'longitude': '-73.87245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
2021-07-09T00:00:00.000,12:00,ITTNER PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456704,Station Wagon/Sport Utility Vehicle,Box Truck,,,40.84497,-73.90247,"{'latitude': '40.84497', 'longitude': '-73.90247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
