collision_id,crash_date,crash_time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,vehicle_type_code1,vehicle_type_code2
4456314,2021-09-11T00:00:00.000,9:35,BROOKLYN,11208.0,40.667202,-73.8665,,1211 LORING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4486609,2021-12-14T00:00:00.000,8:13,BROOKLYN,11233.0,40.683304,-73.917274,SARATOGA AVENUE,,DECATUR STREET,0,0,0,0,0,0,0,0,,,,
4486555,2021-12-14T00:00:00.000,17:05,,,40.709183,-73.956825,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Tractor Truck Diesel
4486660,2021-12-14T00:00:00.000,8:17,BRONX,10475.0,40.86816,-73.83148,,344 BAYCHESTER AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Sedan,Sedan
4487074,2021-12-14T00:00:00.000,21:10,BROOKLYN,11207.0,40.67172,-73.8971,,2047 PITKIN AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Sedan,
4486519,2021-12-14T00:00:00.000,14:58,MANHATTAN,10017.0,40.75144,-73.97397,3 AVENUE,,EAST 43 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4486934,2021-12-13T00:00:00.000,0:34,,,40.701275,-73.88887,MYRTLE AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,
4487127,2021-12-14T00:00:00.000,16:50,QUEENS,11413.0,40.675884,-73.75577,SPRINGFIELD BOULEVARD,,EAST GATE PLAZA,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4486564,2021-12-14T00:00:00.000,0:59,,,40.59662,-74.00231,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,,Sedan,
4486635,2021-12-14T00:00:00.000,23:10,QUEENS,11434.0,40.66684,-73.78941,NORTH CONDUIT AVENUE,,150 STREET,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Unspecified,Sedan,Sedan
4486604,2021-12-14T00:00:00.000,17:58,BROOKLYN,11217.0,40.68158,-73.97463,,480 DEAN STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Tanker,Station Wagon/Sport Utility Vehicle
4486991,2021-12-14T00:00:00.000,20:03,BROOKLYN,11226.0,40.65068,-73.95881,,878 FLATBUSH AVENUE,,4,0,0,0,0,0,4,0,Steering Failure,,Sedan,
4487040,2021-12-11T00:00:00.000,19:43,BRONX,10463.0,40.87262,-73.904686,WEST KINGSBRIDGE ROAD,,HEATH AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4486537,2021-12-14T00:00:00.000,14:30,,,40.783268,-73.82485,WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4486905,2021-12-11T00:00:00.000,4:45,MANHATTAN,10001.0,40.748917,-73.993546,,232 WEST 30 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,
4487122,2021-12-14T00:00:00.000,5:46,,,40.744644,-73.77041,LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4486967,2021-12-13T00:00:00.000,6:30,QUEENS,11372.0,40.75373,-73.88505,82 STREET,,34 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4486304,2021-12-14T00:00:00.000,3:43,,,40.804375,-73.93742,LEXINGTON AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,Station Wagon/Sport Utility Vehicle,
4487001,2021-12-13T00:00:00.000,17:40,STATEN ISLAND,10301.0,40.63165,-74.08762,VICTORY BOULEVARD,,WOODSTOCK AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Sedan,Sedan
4486516,2021-12-14T00:00:00.000,17:31,BROOKLYN,11230.0,40.623104,-73.95809,EAST 18 STREET,,AVENUE K,1,0,1,0,0,0,0,0,Unspecified,,Sedan,
4486605,2021-12-14T00:00:00.000,20:13,BROOKLYN,11215.0,40.66576,-73.9845,,366 12 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,
4487052,2021-12-14T00:00:00.000,12:54,BROOKLYN,11217.0,40.687534,-73.9775,FULTON STREET,,SAINT FELIX STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Sedan,Bike
4486556,2021-12-14T00:00:00.000,17:15,BROOKLYN,11211.0,40.710957,-73.951126,GRAND STREET,,UNION AVENUE,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Bus,Station Wagon/Sport Utility Vehicle
4486875,2021-12-14T00:00:00.000,22:49,BRONX,10455.0,40.81813,-73.910126,,713 EAGLE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,
4486933,2021-12-12T00:00:00.000,9:00,QUEENS,11385.0,40.70447,-73.90148,,59-14 67 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,
4486581,2021-12-14T00:00:00.000,16:25,,,40.784615,-73.953964,EAST 93 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Van,Bike
4545699,2022-07-12T00:00:00.000,17:50,BROOKLYN,11225.0,40.663303,-73.96049,,44 EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,Sedan,
4456659,2021-07-09T00:00:00.000,0:43,,,40.720535,-73.88885,ELIOT AVENUE,,,0,1,0,1,0,0,0,0,Unspecified,,Bus,
4521660,2022-04-24T00:00:00.000,16:45,,,40.607685,-74.13892,STATEN ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4521759,2022-04-24T00:00:00.000,4:49,,,40.855972,-73.869896,BOSTON ROAD,,BRONX PARK EAST,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4522226,2022-04-22T00:00:00.000,17:17,,,40.790276,-73.9396,EAST 107 STREET,,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,E-Bike,
4522015,2022-04-24T00:00:00.000,1:30,BROOKLYN,11220.0,40.642986,-74.01621,,5610 4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,Station Wagon/Sport Utility Vehicle,
4521460,2022-04-24T00:00:00.000,6:00,QUEENS,11411.0,0.0,0.0,,116-44 234 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4522156,2022-04-24T00:00:00.000,21:40,BRONX,10452.0,40.843906,-73.92413,BOSCOBEL PLACE,,UNIVERSITY AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Taxi,Station Wagon/Sport Utility Vehicle
4521633,2022-04-24T00:00:00.000,17:45,BRONX,10466.0,40.89481,-73.86183,BRONX RIVER PARKWAY,,EAST 233 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,
4522124,2022-04-15T00:00:00.000,6:11,,,0.0,0.0,EAST 162 STREET,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,E-Scooter
4521937,2022-04-24T00:00:00.000,9:51,,,40.85169,-73.95238,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,
4521801,2022-04-24T00:00:00.000,0:00,BRONX,10453.0,40.861862,-73.91275,MAJOR DEEGAN EXPRESSWAY,,WEST FORDHAM ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,
4522285,2022-03-08T00:00:00.000,20:00,BROOKLYN,11207.0,40.666256,-73.900215,,360 SNEDIKER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,
4521853,2022-04-24T00:00:00.000,15:35,MANHATTAN,10019.0,40.767242,-73.986206,WEST 56 STREET,,9 AVENUE,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,Station Wagon/Sport Utility Vehicle,Bike
4522228,2022-04-22T00:00:00.000,12:00,BROOKLYN,11230.0,40.62417,-73.97048,AVENUE J,,OCEAN PARKWAY,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Sedan,Pick-up Truck
4521702,2022-04-24T00:00:00.000,13:10,,,40.679955,-73.97491,SAINT MARKS AVENUE,,6 AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,
4522167,2022-04-24T00:00:00.000,4:20,BROOKLYN,11221.0,40.692356,-73.94282,THROOP AVENUE,,DE KALB AVENUE,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4522196,2022-04-20T00:00:00.000,19:37,,,40.78291,-73.98578,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4521758,2022-04-24T00:00:00.000,16:14,,,40.67308,-73.91124,ROCKAWAY AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan
4522136,2022-04-12T00:00:00.000,19:56,BROOKLYN,11203.0,40.65011,-73.930214,UTICA AVENUE,,SNYDER AVENUE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,Station Wagon/Sport Utility Vehicle,
4521469,2022-04-24T00:00:00.000,0:30,,,40.638382,-74.03668,BELT PARKWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
4521859,2022-04-24T00:00:00.000,20:13,QUEENS,11419.0,40.69261,-73.81143,,102-24 VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,,Sedan,
4521590,2022-04-24T00:00:00.000,15:21,QUEENS,11101.0,40.745235,-73.937706,THOMSON AVENUE,,SKILLMAN AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Sedan
4521684,2022-04-24T00:00:00.000,21:00,QUEENS,11106.0,40.758705,-73.93793,21 STREET,,37 AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
4521858,2022-04-24T00:00:00.000,21:40,QUEENS,11418.0,40.695156,-73.845406,JAMAICA AVENUE,,102 STREET,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,Ambulance,Station Wagon/Sport Utility Vehicle
4522242,2022-04-07T00:00:00.000,14:14,MANHATTAN,10017.0,40.748158,-73.97033,1 AVENUE,,EAST 41 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Sedan,Station Wagon/Sport Utility Vehicle
4456672,2021-06-29T00:00:00.000,17:35,,,40.609535,-73.75372,BEACH CHANNEL DRIVE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,E-Bike
4485150,2021-12-09T00:00:00.000,20:20,BROOKLYN,11223.0,40.59207,-73.96299,EAST 7 STREET,,CRAWFORD AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,
4485116,2021-12-09T00:00:00.000,14:50,,,40.850018,-73.9107,WEST 177 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4485026,2021-12-09T00:00:00.000,2:45,QUEENS,11422.0,40.653023,-73.73895,149 AVENUE,,HUXLEY STREET,1,0,0,0,0,0,1,0,Alcohol Involvement,,Sedan,
4485528,2021-12-06T00:00:00.000,22:16,,,40.62573,-73.9564,AVENUE J,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Sedan,
4485333,2021-12-04T00:00:00.000,12:00,BROOKLYN,11213.0,40.665375,-73.934235,CROWN STREET,,SCHENECTADY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Ambulance
4485234,2021-12-08T00:00:00.000,16:20,MANHATTAN,10128.0,40.776237,-73.943825,EAST END AVENUE,,EAST 88 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Taxi,Station Wagon/Sport Utility Vehicle
4485355,2021-12-09T00:00:00.000,23:15,BROOKLYN,11218.0,40.640835,-73.98967,12 AVENUE,,41 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Bike
4485581,2021-12-01T00:00:00.000,14:34,QUEENS,11692.0,40.593636,-73.797264,,437 BEACH 68 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Sedan,Pick-up Truck
4485866,2021-12-10T00:00:00.000,7:00,QUEENS,11420.0,40.674263,-73.80453,,122-42 134 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,
4485192,2021-12-07T00:00:00.000,9:20,,,40.70476,-73.96491,TAYLOR STREET,,,0,0,0,0,0,0,0,0,Steering Failure,,Station Wagon/Sport Utility Vehicle,
4485214,2021-12-09T00:00:00.000,8:00,,,40.569626,-74.190735,WEST SHORE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4485437,2021-12-07T00:00:00.000,17:08,BROOKLYN,11205.0,40.698463,-73.960205,FLUSHING AVENUE,,KENT AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,
4485408,2021-12-05T00:00:00.000,8:20,BROOKLYN,11212.0,40.658413,-73.9171,,393 ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4484852,2021-12-08T00:00:00.000,19:30,MANHATTAN,10022.0,40.76175,-73.96899,,127 EAST 58 STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle,Bike
4485542,2021-12-08T00:00:00.000,12:00,MANHATTAN,10011.0,40.736614,-73.9951,,44 WEST 14 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Box Truck,Bike
4484906,2021-12-08T00:00:00.000,22:37,STATEN ISLAND,10314.0,40.62121,-74.12385,,288 MANOR ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,,Sedan,
4485036,2021-12-08T00:00:00.000,17:56,,,40.873737,-73.90593,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4485772,2021-12-07T00:00:00.000,7:50,,,40.66718,-73.95076,CARROLL STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
4485565,2021-12-08T00:00:00.000,0:44,QUEENS,11101.0,40.754295,-73.93946,23 STREET,,40 AVENUE,0,0,0,0,0,0,0,0,View Obstructed/Limited,,Sedan,
4484836,2021-12-08T00:00:00.000,15:00,,,40.588116,-73.97261,AVENUE Y,,,0,0,0,0,0,0,0,0,Passing Too Closely,,Sedan,
4485340,2021-12-10T00:00:00.000,11:00,BRONX,10461.0,40.854935,-73.85822,,2123 LURTING AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4485706,2021-12-10T00:00:00.000,1:10,,,40.662575,-73.93448,SCHENECTADY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4485384,2021-12-09T00:00:00.000,0:00,,,40.7448,-73.953415,47 ROAD,,,1,0,1,0,0,0,0,0,Unspecified,,Sedan,
4484799,2021-12-08T00:00:00.000,18:36,,,40.79672,-73.97618,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4485077,2021-12-09T00:00:00.000,20:30,QUEENS,11004.0,40.752777,-73.70743,,269-01 76 AVENUE,,0,0,0,0,0,0,0,0,Illnes,,Sedan,
4485090,2021-12-09T00:00:00.000,10:13,BROOKLYN,11203.0,40.638523,-73.92607,KINGS HIGHWAY,,FARRAGUT ROAD,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,Sedan,Sedan
4513697,2022-03-26T00:00:00.000,14:00,STATEN ISLAND,10301.0,40.637833,-74.08193,CORSON AVENUE,,WESTERVELT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
4513935,2022-03-26T00:00:00.000,1:02,MANHATTAN,10025.0,40.797836,-73.96946,WEST 101 STREET,,BROADWAY,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Sedan,Moped
4513794,2022-03-26T00:00:00.000,16:02,QUEENS,11373.0,40.734375,-73.87342,QUEENS BOULEVARD,,57 AVENUE,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4514267,2022-03-26T00:00:00.000,16:05,QUEENS,11411.0,40.699947,-73.736626,115 AVENUE,,221 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Bus
4514237,2022-03-21T00:00:00.000,12:05,MANHATTAN,10018.0,40.75632,-73.999275,,515 WEST 36 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Motorcycle,Sedan
4513470,2022-03-26T00:00:00.000,5:13,QUEENS,11418.0,40.69614,-73.81789,131 STREET,,ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4513751,2022-03-26T00:00:00.000,17:42,BROOKLYN,11234.0,40.631687,-73.9205,,935 EAST 58 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,
4514075,2022-03-26T00:00:00.000,12:18,BRONX,10466.0,40.88839,-73.84666,LACONIA AVENUE,,EAST 231 STREET,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4513857,2022-03-26T00:00:00.000,20:10,BRONX,10462.0,40.844425,-73.8639,,1706 HOLLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,Station Wagon/Sport Utility Vehicle,
4514202,2022-03-26T00:00:00.000,15:45,BRONX,10472.0,40.833965,-73.8629,WHITE PLAINS ROAD,,CROSS BRONX EXPRESSWAY,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Station Wagon/Sport Utility Vehicle,
4514347,2022-03-26T00:00:00.000,17:55,BROOKLYN,11206.0,40.705738,-73.944695,MANHATTAN AVENUE,,BOERUM STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,
4513495,2022-03-26T00:00:00.000,0:50,BROOKLYN,11236.0,40.637905,-73.8878,AVENUE N,,EAST 102 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4513874,2022-03-26T00:00:00.000,14:05,BROOKLYN,11210.0,40.635063,-73.94788,,2067 NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Motorcycle
4514263,2022-03-26T00:00:00.000,9:30,,,40.804153,-73.91304,BRUCKNER BOULEVARD,,EAST 137 STREET,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4514323,2022-03-10T00:00:00.000,8:30,BROOKLYN,11238.0,40.676403,-73.96287,PROSPECT PLACE,,GRAND AVENUE,4,0,0,0,0,0,4,0,Other Vehicular,Following Too Closely,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4514182,2022-03-24T00:00:00.000,23:00,BRONX,10472.0,40.829777,-73.85055,WATSON AVENUE,,CASTLE HILL AVENUE,1,0,1,0,0,0,0,0,Unspecified,,Sedan,
4513515,2022-03-26T00:00:00.000,7:36,BROOKLYN,11209.0,40.613926,-74.030174,FORT HAMILTON PARKWAY,,97 STREET,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Station Wagon/Sport Utility Vehicle,Taxi
4513663,2022-03-26T00:00:00.000,11:50,BROOKLYN,11236.0,40.635563,-73.89577,EAST 94 STREET,,AVENUE M,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,Station Wagon/Sport Utility Vehicle,
4513953,2022-03-26T00:00:00.000,17:42,QUEENS,11420.0,40.675167,-73.825264,114 STREET,,SUTTER AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513985,2022-03-26T00:00:00.000,1:45,MANHATTAN,10065.0,40.761486,-73.96061,EAST 62 STREET,,1 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Sedan
4514084,2022-03-26T00:00:00.000,17:00,BROOKLYN,11249.0,40.712284,-73.964005,,98 SOUTH 4 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4514144,2022-02-25T00:00:00.000,11:48,QUEENS,11432.0,40.70546,-73.7949,JAMAICA AVENUE,,165 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,E-Scooter,Sedan
4513606,2022-03-26T00:00:00.000,22:51,,,40.74967,-73.99531,WEST 30 STREET,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,Sedan,
4513564,2022-03-26T00:00:00.000,8:21,MANHATTAN,10032.0,40.833786,-73.94037,SAINT NICHOLAS AVENUE,,WEST 159 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Box Truck,Station Wagon/Sport Utility Vehicle
4514412,2022-03-17T00:00:00.000,8:00,,,40.67794,-73.8023,139 STREET,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4513587,2022-03-26T00:00:00.000,10:30,BROOKLYN,11220.0,40.637985,-74.0076,,736 56 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4513565,2022-03-26T00:00:00.000,13:48,MANHATTAN,10032.0,40.835037,-73.93979,,1016 SAINT NICHOLAS AVENUE,,1,0,1,0,0,0,0,0,,,,
4514286,2022-03-25T00:00:00.000,9:56,,,40.9046,-73.852936,EAST 241 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513637,2022-03-26T00:00:00.000,23:45,QUEENS,11104.0,40.742508,-73.91788,47 STREET,,GREENPOINT AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
4513833,2022-03-26T00:00:00.000,16:00,BROOKLYN,11207.0,40.67046,-73.88788,SUTTER AVENUE,,SCHENCK AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
4513887,2022-03-26T00:00:00.000,23:17,MANHATTAN,10002.0,40.72224,-73.9863,ESSEX STREET,,EAST HOUSTON STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4514160,2022-03-23T00:00:00.000,9:00,,,40.67639,-73.97189,FLATBUSH AVENUE,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Sedan,Motorcycle
4514002,2022-03-26T00:00:00.000,5:00,,,40.88893,-73.86579,BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Sedan,Sedan
4514152,2022-03-25T00:00:00.000,6:15,,,40.80118,-73.93975,EAST 120 STREET,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4513626,2022-03-26T00:00:00.000,21:50,,,40.757668,-73.95915,FDR DRIVE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Taxi,Sedan
4513774,2022-03-26T00:00:00.000,21:25,BROOKLYN,11225.0,40.668896,-73.95339,,200 ROGERS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4514376,2022-03-25T00:00:00.000,18:13,BROOKLYN,11218.0,40.63654,-73.97707,,604 EAST 2 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Sedan,Sedan
4513982,2022-03-26T00:00:00.000,20:10,BRONX,10456.0,40.831055,-73.905846,EAST 168 STREET,,3 AVENUE,1,0,1,0,0,0,0,0,Unspecified,,Sedan,
4514220,2022-03-25T00:00:00.000,12:55,,,40.85868,-73.89922,GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck
4514413,2022-03-23T00:00:00.000,11:00,,,40.62466,-74.17856,GULF AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513664,2022-03-26T00:00:00.000,3:05,BROOKLYN,11236.0,40.63947,-73.902756,AVENUE J,,EAST 92 STREET,1,0,0,0,0,0,1,0,Unspecified,,Sedan,
4513725,2022-03-26T00:00:00.000,4:34,BRONX,10468.0,40.86173,-73.91182,WEST FORDHAM ROAD,,CEDAR AVENUE,1,0,0,0,0,0,1,0,Unspecified,,Station Wagon/Sport Utility Vehicle,
4514298,2022-03-26T00:00:00.000,19:56,BROOKLYN,11201.0,40.69538,-73.985115,,11 METROTECH CENTER,,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4513573,2022-03-26T00:00:00.000,12:40,BROOKLYN,11219.0,40.63063,-74.00923,65 STREET,,FORT HAMILTON PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan
4514201,2022-03-26T00:00:00.000,1:58,BRONX,10472.0,40.82707,-73.87075,,1670 WATSON AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Sedan
4514030,2022-03-26T00:00:00.000,19:56,,,40.60548,-73.93922,GERRITSEN AVENUE,,AVENUE S,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,
4514125,2022-03-26T00:00:00.000,0:30,BROOKLYN,11221.0,40.692593,-73.91551,MADISON STREET,,CENTRAL AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4514278,2022-03-26T00:00:00.000,20:05,BROOKLYN,11207.0,40.680664,-73.902626,BUSHWICK AVENUE,,CONWAY STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
